env,pedigree,female,male,ra,ro,rep,test,dy,ph,gy,gy_t_ha
19TA,AN290/RTx2920,AN290,RTx2920,29,36,2,SCHT,68,142.24,5843.66356,5.84366356
19TA,A03093/RTx2920,A03093,RTx2920,25,36,2,SCHT,69,121.92,5856.21708,5.85621708
19TA,A03054/R05405,A03054,R05405,4,31,1,SCHT,69,147.32,5856.21708,5.85621708
19TA,A03055/RTx2942,A03055,RTx2942,5,40,1,SCHT,70,147.32,5856.21708,5.85621708
19TA,AKS118/RTx2935,AKS118,RTx2935,12,23,1,SCHT,70,139.7,5862.49384,5.86249384
19TA,AN268/R12148,AN268,R12148,30,39,2,SCHT,69,134.62,5868.7706,5.8687706
19TA,A03040/R12154,A03040,R12154,30,19,2,SCHT,67,142.24,5875.04736,5.87504736
19TA,AKS118/RTx2916,AKS118,RTx2916,12,21,1,SCHT,70,142.24,5875.04736,5.87504736
19TA,A11076/RTx2918,A11076,RTx2918,10,35,1,SCHT,70,142.24,5887.60088,5.88760088
19TA,ATx2924/RTx2936,ATx2924,RTx2936,18,37,2,SCHT,70,157.48,5887.60088,5.88760088
19TA,A03121/RTx2935,A03121,RTx2935,6,23,1,SCHT,70,132.08,5900.1544,5.9001544
19TA,A03089/RTx2917,A03089,RTx2917,20,27,2,SCHT,70,144.78,5900.1544,5.9001544
19TA,AKS120/R08306,AKS120,R08306,20,35,2,SCHT,67,157.48,5912.70792,5.91270792
19TA,A06035/RTx2936,A06035,RTx2936,7,18,1,SCHT,69,142.24,5925.26144,5.92526144
19TA,A01362/RTx2912,A01362,RTx2912,2,39,1,SCHT,73,137.16,5931.5382,5.9315382
19TA,A03040/R12071,A03040,R12071,21,24,2,SCHT,66,152.4,5944.09172,5.94409172
19TA,A06035/R03248,A06035,R03248,7,24,1,SCHT,70,134.62,5956.64524,5.95664524
19TA,A11076/R12154,A11076,R12154,10,33,1,SCHT,69,147.32,5956.64524,5.95664524
19TA,A03040/R05393,A03040,R05393,3,28,1,SCHT,69,152.4,5962.922,5.962922
19TA,AN290/R05386,AN290,R05386,13,28,1,SCHT,69,132.08,5969.19876,5.96919876
19TA,A06036/R08306,A06036,R08306,21,22,2,SCHT,67,149.86,5969.19876,5.96919876
19TA,ATx2926/R08304,ATx2926,R08304,15,34,1,SCHT,69,162.56,5975.47552,5.97547552
19TA,A05269/RTx2943,A05269,RTx2943,7,28,1,SCHT,70,162.56,5975.47552,5.97547552
19TA,A03093/RTx2920,A03093,RTx2920,5,22,1,SCHT,69,124.46,5981.75228,5.98175228
19TA,ATx2926/R05393,ATx2926,R05393,15,38,1,SCHT,70,142.24,5994.3058,5.9943058
19TA,A11085/R04104,A11085,R04104,11,36,1,SCHT,69,137.16,6019.41284,6.01941284
19TA,A08134/R04060,A08134,R04060,9,34,1,SCHT,70,147.32,6031.96636,6.03196636
19TA,A08158/R01302,A08158,R01302,10,17,1,SCHT,70,147.32,6044.51988,6.04451988
19TA,ATx2930/R05393,ATx2930,R05393,15,22,1,SCHT,70,147.32,6044.51988,6.04451988
19TA,A01046/RTx2914,A01046,RTx2914,2,31,1,SCHT,71,132.08,6050.79664,6.05079664
19TA,A08134/RTx2918,A08134,RTx2918,9,28,1,SCHT,65,149.86,6057.0734,6.0570734
19TA,A11085/R04104,A11085,R04104,25,40,2,SCHT,66,137.16,6063.35016,6.06335016
19TA,AKS119/RTx2919,AKS119,RTx2919,25,18,2,SCHT,70,157.48,6063.35016,6.06335016
19TA,A01362/R05512,A01362,R05512,2,35,1,SCHT,73,144.78,6075.90368,6.07590368
19TA,AKS120/R07161,AKS120,R07161,26,25,2,SCHT,72,165.1,6082.18044,6.08218044
19TA,A07118/R12145,A07118,R12145,8,27,1,SCHT,72,124.46,6088.4572,6.0884572
19TA,A11076/RTx2940,A11076,RTx2940,10,37,1,SCHT,70,137.16,6088.4572,6.0884572
19TA,A05210/RTx2943,A05210,RTx2943,19,32,2,SCHT,69,162.56,6088.4572,6.0884572
19TA,A03093/R02107,A03093,R02107,31,36,2,SCHT,70,144.78,6101.01072,6.10101072
19TA,ATx2930/R07178,ATx2930,R07178,15,20,1,SCHT,69,152.4,6107.28748,6.10728748
19TA,ATx2923/R11208,ATx2923,R11208,14,27,1,SCHT,70,132.08,6113.56424,6.11356424
19TA,A01046/R05386,A01046,R05386,30,29,2,SCHT,69,127,6119.841,6.119841
19TA,A07118/RTx2944,A07118,RTx2944,8,31,1,SCHT,69,132.08,6126.11776,6.12611776
19TA,A01046/R11208,A01046,R11208,2,29,1,SCHT,70,137.16,6126.11776,6.12611776
19TA,A05071/R05330,A05071,R05330,6,27,1,SCHT,70,121.92,6132.39452,6.13239452
19TA,A01362/R08304,A01362,R08304,2,37,1,SCHT,71,142.24,6132.39452,6.13239452
19TA,ATx2930/R12154,ATx2930,R12154,16,17,1,SCHT,69,147.32,6132.39452,6.13239452
19TA,AKS117/R12148,AKS117,R12148,18,25,2,SCHT,72,147.32,6132.39452,6.13239452
19TA,A07124/R11158,A07124,R11158,8,37,1,SCHT,69,137.16,6144.94804,6.14494804
19TA,A07124/RTx2917,A07124,RTx2917,8,39,1,SCHT,70,137.16,6144.94804,6.14494804
19TA,A05071/R11158,A05071,R11158,6,31,1,SCHT,69,152.4,6157.50156,6.15750156
19TA,ATx2921/R12157,ATx2921,R12157,14,17,1,SCHT,72,152.4,6157.50156,6.15750156
19TA,ATx2927/R12157,ATx2927,R12157,15,28,1,SCHT,72,152.4,6176.33184,6.17633184
19TA,ATx2930/R05393,ATx2930,R05393,22,41,2,SCHT,70,139.7,6182.6086,6.1826086
19TA,A01362/RTx2943,A01362,RTx2943,32,25,2,SCHT,69,144.78,6182.6086,6.1826086
19TA,AN290/RTx2943,AN290,RTx2943,13,22,1,SCHT,70,137.16,6188.88536,6.18888536
19TA,ATx2921/RTx2918,ATx2921,RTx2918,25,26,2,SCHT,72,152.4,6188.88536,6.18888536
19TA,A08068/RTx2919,A08068,RTx2919,9,38,1,SCHT,70,139.7,6195.16212,6.19516212
19TA,A08134/R11158,A08134,R11158,17,20,2,SCHT,67,160.02,6201.43888,6.20143888
19TA,A03055/RTx2944,A03055,RTx2944,20,21,2,SCHT,67,134.62,6207.71564,6.20771564
19TA,A05269/RTx2919,A05269,RTx2919,20,39,2,SCHT,69,147.32,6213.9924,6.2139924
19TA,ATx2921/R07178,ATx2921,R07178,13,18,1,SCHT,73,152.4,6226.54592,6.22654592
19TA,A05071/RTx2936,A05071,RTx2936,6,33,1,SCHT,70,134.62,6239.09944,6.23909944
19TA,A08068/R03248,A08068,R03248,9,42,1,SCHT,70,132.08,6257.92972,6.25792972
19TA,A11085/R07178,A11085,R07178,11,34,1,SCHT,70,144.78,6264.20648,6.26420648
19TA,ATx2924/RTx2918,ATx2924,RTx2918,14,39,1,SCHT,70,149.86,6264.20648,6.26420648
19TA,AN263/RTx2935,AN263,RTx2935,13,36,1,SCHT,70,132.08,6283.03676,6.28303676
19TA,A03089/R05393,A03089,R05393,5,36,1,SCHT,70,147.32,6283.03676,6.28303676
19TA,ATx2924/RTx2936,ATx2924,RTx2936,14,41,1,SCHT,69,152.4,6283.03676,6.28303676
19TA,AKS120/RTx2935,AKS120,RTx2935,13,42,1,SCHT,69,157.48,6283.03676,6.28303676
19TA,ATx2924/RTx2941,ATx2924,RTx2941,15,42,1,SCHT,70,157.48,6289.31352,6.28931352
19TA,AKS118/R12156,AKS118,R12156,12,19,1,SCHT,73,132.08,6314.42056,6.31442056
19TA,A08068/R03248,A08068,R03248,21,28,2,SCHT,69,142.24,6314.42056,6.31442056
19TA,AKS118/RTx2935,AKS118,RTx2935,21,36,2,SCHT,69,147.32,6314.42056,6.31442056
19TA,A03089/R12157,A03089,R12157,5,34,1,SCHT,72,147.32,6314.42056,6.31442056
19TA,AKS120/R12148,AKS120,R12148,12,41,1,SCHT,69,157.48,6314.42056,6.31442056
19TA,A03055/R05330,A03055,R05330,4,39,1,SCHT,70,137.16,6326.97408,6.32697408
19TA,A01021/RTx2935,A01021,RTx2935,2,23,1,SCHT,70,144.78,6326.97408,6.32697408
19TA,ATx2930/R02107,ATx2930,R02107,28,31,2,SCHT,70,152.4,6326.97408,6.32697408
19TA,A05071/R05425,A05071,R05425,6,29,1,SCHT,69,137.16,6333.25084,6.33325084
19TA,A06035/R03248,A06035,R03248,30,27,2,SCHT,70,139.7,6339.5276,6.3395276
19TA,A03093/RTx2913,A03093,RTx2913,5,24,1,SCHT,72,152.4,6339.5276,6.3395276
19TA,A05269/R11208,A05269,R11208,7,32,1,SCHT,70,142.24,6345.80436,6.34580436
19TA,A08068/R11158,A08068,R11158,22,25,2,SCHT,69,149.86,6352.08112,6.35208112
19TA,A03043/R05386,A03043,R05386,4,21,1,SCHT,70,127,6358.35788,6.35835788
19TA,A11085/RTx2942,A11085,RTx2942,26,21,2,SCHT,69,147.32,6358.35788,6.35835788
19TA,A06035/R12154,A06035,R12154,7,22,1,SCHT,71,129.54,6364.63464,6.36463464
19TA,A03040/RTx2917,A03040,RTx2917,3,20,1,SCHT,68,149.86,6377.18816,6.37718816
19TA,A08158/R05330,A08158,R05330,10,19,1,SCHT,70,152.4,6377.18816,6.37718816
19TA,A03093/R05405,A03093,R05405,5,28,1,SCHT,70,157.48,6377.18816,6.37718816
19TA,ATx2930/R11158,ATx2930,R11158,15,18,1,SCHT,69,165.1,6377.18816,6.37718816
19TA,A11076/R12154,A11076,R12154,30,33,2,SCHT,72,132.08,6389.74168,6.38974168
19TA,ATx2923/RTx2913,ATx2923,RTx2913,19,36,2,SCHT,71,154.94,6389.74168,6.38974168
19TA,ATx2926/R07161,ATx2926,R07161,15,36,1,SCHT,71,160.02,6389.74168,6.38974168
19TA,ATx2923/R05405,ATx2923,R05405,14,23,1,SCHT,70,165.1,6402.2952,6.4022952
19TA,A03054/R12156,A03054,R12156,4,33,1,SCHT,70,124.46,6408.57196,6.40857196
19TA,A01362/R04060,A01362,R04060,2,33,1,SCHT,73,132.08,6408.57196,6.40857196
19TA,A03055/R08297,A03055,R08297,4,41,1,SCHT,69,134.62,6427.40224,6.42740224
19TA,A08140/R05386,A08140,R05386,25,32,2,SCHT,69,137.16,6427.40224,6.42740224
19TA,A03040/RTx2917,A03040,RTx2917,20,19,2,SCHT,69,142.24,6427.40224,6.42740224
19TA,A08134/R11158,A08134,R11158,9,30,1,SCHT,66,147.32,6427.40224,6.42740224
19TA,AN290/RTx2943,AN290,RTx2943,27,30,2,SCHT,70,144.78,6433.679,6.433679
19TA,A05210/R03248,A05210,R03248,23,22,2,SCHT,70,147.32,6433.679,6.433679
19TA,A08134/R07178,A08134,R07178,9,32,1,SCHT,68,152.4,6446.23252,6.44623252
19TA,ATx2921/R05330,ATx2921,R05330,13,20,1,SCHT,73,167.64,6446.23252,6.44623252
19TA,ATx2921/RTx2918,ATx2921,RTx2918,14,19,1,SCHT,70,147.32,6452.50928,6.45250928
19TA,ATx2926/RTx2913,ATx2926,RTx2913,15,32,1,SCHT,70,157.48,6452.50928,6.45250928
19TA,A01046/RTx2914,A01046,RTx2914,18,27,2,SCHT,70,129.54,6458.78604,6.45878604
19TA,A01021/R07178,A01021,R07178,2,19,1,SCHT,70,149.86,6458.78604,6.45878604
19TA,A03040/R12154,A03040,R12154,3,22,1,SCHT,69,160.02,6458.78604,6.45878604
19TA,A05210/RTx2937,A05210,RTx2937,31,28,2,SCHT,69,144.78,6465.0628,6.4650628
19TA,ATx2924/RTx2941,ATx2924,RTx2941,23,28,2,SCHT,70,147.32,6465.0628,6.4650628
19TA,A03055/RTx2918,A03055,RTx2918,5,42,1,SCHT,69,134.62,6471.33956,6.47133956
19TA,A03089/R05393,A03089,R05393,18,29,2,SCHT,72,152.4,6471.33956,6.47133956
19TA,A01362/RTx2919,A01362,RTx2919,31,34,2,SCHT,69,137.16,6502.72336,6.50272336
19TA,A05071/R02107,A05071,R02107,23,32,2,SCHT,69,139.7,6502.72336,6.50272336
19TA,A01021/R12145,A01021,R12145,2,21,1,SCHT,71,142.24,6509.00012,6.50900012
19TA,A08158/R12145,A08158,R12145,31,20,2,SCHT,74,147.32,6509.00012,6.50900012
19TA,A05210/RTx2937,A05210,RTx2937,7,42,1,SCHT,69,137.16,6515.27688,6.51527688
19TA,ATx2924/R05386,ATx2924,R05386,14,33,1,SCHT,70,142.24,6515.27688,6.51527688
19TA,AKS120/RTx2935,AKS120,RTx2935,19,18,2,SCHT,69,160.02,6534.10716,6.53410716
19TA,ATx2927/RTx2937,ATx2927,RTx2937,22,21,2,SCHT,69,132.08,6540.38392,6.54038392
19TA,A01362/RTx2943,A01362,RTx2943,3,42,1,SCHT,69,147.32,6540.38392,6.54038392
19TA,A05210/R05405,A05210,R05405,23,40,2,SCHT,70,175.26,6546.66068,6.54666068
19TA,A11085/R07178,A11085,R07178,22,35,2,SCHT,69,139.7,6578.04448,6.57804448
19TA,A08158/RTx2917,A08158,RTx2917,25,20,2,SCHT,71,142.24,6590.598,6.590598
19TA,A03093/RTx2913,A03093,RTx2913,24,35,2,SCHT,72,142.24,6590.598,6.590598
19TA,A07118/R12157,A07118,R12157,20,29,2,SCHT,70,129.54,6596.87476,6.59687476
19TA,A03054/RTx2941,A03054,RTx2941,18,35,2,SCHT,69,129.54,6609.42828,6.60942828
19TA,ATx2926/R05393,ATx2926,R05393,19,40,2,SCHT,70,137.16,6609.42828,6.60942828
19TA,A05269/RTx2943,A05269,RTx2943,26,37,2,SCHT,70,154.94,6609.42828,6.60942828
19TA,AN263/RTx2938,AN263,RTx2938,13,34,1,SCHT,71,121.92,6615.70504,6.61570504
19TA,A07118/R12157,A07118,R12157,8,29,1,SCHT,70,132.08,6615.70504,6.61570504
19TA,ATx2924/R05386,ATx2924,R05386,20,23,2,SCHT,69,132.08,6621.9818,6.6219818
19TA,A03017/RTx2918,A03017,RTx2918,19,30,2,SCHT,70,142.24,6621.9818,6.6219818
19TA,A01362/R05512,A01362,R05512,24,31,2,SCHT,72,124.46,6628.25856,6.62825856
19TA,AN290/R02107,AN290,R02107,13,30,1,SCHT,70,132.08,6628.25856,6.62825856
19TA,A03055/RTx2918,A03055,RTx2918,19,42,2,SCHT,69,134.62,6628.25856,6.62825856
19TA,A01046/R11208,A01046,R11208,22,27,2,SCHT,69,114.3,6634.53532,6.63453532
19TA,ATx2934/RTx2935,ATx2934,RTx2935,26,17,2,SCHT,70,129.54,6634.53532,6.63453532
19TA,ATx2930/R12154,ATx2930,R12154,30,37,2,SCHT,69,144.78,6640.81208,6.64081208
19TA,A05210/R12154,A05210,R12154,6,41,1,SCHT,70,157.48,6640.81208,6.64081208
19TA,AN263/R11208,AN263,R11208,13,38,1,SCHT,70,114.3,6647.08884,6.64708884
19TA,ATx2934/RTx2935,ATx2934,RTx2935,16,35,1,SCHT,69,121.92,6647.08884,6.64708884
19TA,AN263/R11208,AN263,R11208,27,24,2,SCHT,72,114.3,6653.3656,6.6533656
19TA,A05210/RTx2943,A05210,RTx2943,7,40,1,SCHT,70,160.02,6653.3656,6.6533656
19TA,A08140/R05386,A08140,R05386,9,22,1,SCHT,69,137.16,6665.91912,6.66591912
19TA,AN290/R12154,AN290,R12154,23,26,2,SCHT,71,129.54,6678.47264,6.67847264
19TA,ATx2931/RTx2940,ATx2931,RTx2940,21,20,2,SCHT,68,152.4,6684.7494,6.6847494
19TA,A03032/RTx2942,A03032,RTx2942,19,28,2,SCHT,69,132.08,6691.02616,6.69102616
19TA,A05269/R08303,A05269,R08303,7,34,1,SCHT,69,142.24,6691.02616,6.69102616
19TA,A03121/RTx2935,A03121,RTx2935,28,19,2,SCHT,70,142.24,6691.02616,6.69102616
19TA,A01021/R07178,A01021,R07178,29,30,2,SCHT,67,154.94,6697.30292,6.69730292
19TA,A06035/RTx2936,A06035,RTx2936,23,38,2,SCHT,70,142.24,6703.57968,6.70357968
19TA,A08158/RTx2912,A08158,RTx2912,10,25,1,SCHT,72,154.94,6709.85644,6.70985644
19TA,A06035/RTx2917,A06035,RTx2917,24,41,2,SCHT,70,137.16,6716.1332,6.7161332
19TA,A11076/RTx2940,A11076,RTx2940,27,22,2,SCHT,69,137.16,6722.40996,6.72240996
19TA,ATx2921/R12157,ATx2921,R12157,20,31,2,SCHT,70,157.48,6728.68672,6.72868672
19TA,A03089/R12157,A03089,R12157,24,17,2,SCHT,74,121.92,6747.517,6.747517
19TA,A03043/R12148,A03043,R12148,4,25,1,SCHT,71,134.62,6747.517,6.747517
19TA,A03121/RTx2913,A03121,RTx2913,27,40,2,SCHT,73,149.86,6753.79376,6.75379376
19TA,ATx2930/RTx2940,ATx2930,RTx2940,20,17,2,SCHT,67,137.16,6760.07052,6.76007052
19TA,A03040/RTx2942,A03040,RTx2942,3,18,1,SCHT,69,157.48,6760.07052,6.76007052
19TA,A07124/R05425,A07124,R05425,8,35,1,SCHT,69,165.1,6760.07052,6.76007052
19TA,ATx2931/R08304,ATx2931,R08304,16,25,1,SCHT,70,167.64,6760.07052,6.76007052
19TA,A08140/R08303,A08140,R08303,9,20,1,SCHT,69,137.16,6772.62404,6.77262404
19TA,ATx2923/R08297,ATx2923,R08297,29,28,2,SCHT,69,144.78,6772.62404,6.77262404
19TA,A03040/RTx2942,A03040,RTx2942,26,39,2,SCHT,69,157.48,6772.62404,6.77262404
19TA,A03043/R05386,A03043,R05386,21,38,2,SCHT,71,134.62,6791.45432,6.79145432
19TA,A08068/RTx2919,A08068,RTx2919,20,41,2,SCHT,69,142.24,6791.45432,6.79145432
19TA,A08134/RTx2918,A08134,RTx2918,19,24,2,SCHT,67,157.48,6791.45432,6.79145432
19TA,ATx2931/R01302,ATx2931,R01302,21,30,2,SCHT,70,162.56,6791.45432,6.79145432
19TA,ATx2923/R03248,ATx2923,R03248,25,24,2,SCHT,70,142.24,6797.73108,6.79773108
19TA,AN263/RTx2938,AN263,RTx2938,30,41,2,SCHT,70,111.76,6816.56136,6.81656136
19TA,ATx2934/R11208,ATx2934,R11208,16,33,1,SCHT,70,114.3,6816.56136,6.81656136
19TA,ATx2923/RTx2936,ATx2923,RTx2936,28,37,2,SCHT,69,149.86,6816.56136,6.81656136
19TA,AKS120/R12148,AKS120,R12148,29,24,2,SCHT,70,160.02,6816.56136,6.81656136
19TA,A03054/RTx2936,A03054,RTx2936,17,30,2,SCHT,69,132.08,6822.83812,6.82283812
19TA,A05071/R05425,A05071,R05425,30,25,2,SCHT,70,132.08,6822.83812,6.82283812
19TA,A03055/RTx2942,A03055,RTx2942,29,26,2,SCHT,70,147.32,6822.83812,6.82283812
19TA,ATx3408/RTx2935,ATx3408,RTx2935,16,41,1,SCHT,70,157.48,6829.11488,6.82911488
19TA,A05269/RTx2919,A05269,RTx2919,7,30,1,SCHT,70,147.32,6835.39164,6.83539164
19TA,AN290/R05386,AN290,R05386,23,30,2,SCHT,70,114.3,6847.94516,6.84794516
19TA,A03055/R08297,A03055,R08297,26,27,2,SCHT,72,127,6847.94516,6.84794516
19TA,ATx2931/R11208,ATx2931,R11208,25,22,2,SCHT,68,111.76,6866.77544,6.86677544
19TA,A03040/R05393,A03040,R05393,29,22,2,SCHT,69,142.24,6866.77544,6.86677544
19TA,A01362/R04060,A01362,R04060,21,34,2,SCHT,70,147.32,6873.0522,6.8730522
19TA,A03093/RTx2944,A03093,RTx2944,24,39,2,SCHT,69,124.46,6879.32896,6.87932896
19TA,ATx2923/R08297,ATx2923,R08297,14,25,1,SCHT,70,137.16,6879.32896,6.87932896
19TA,A05210/R12154,A05210,R12154,31,26,2,SCHT,70,160.02,6885.60572,6.88560572
19TA,A05269/R08303,A05269,R08303,22,31,2,SCHT,69,134.62,6898.15924,6.89815924
19TA,A03121/R05330,A03121,R05330,27,20,2,SCHT,72,142.24,6904.436,6.904436
19TA,A07118/R12145,A07118,R12145,29,42,2,SCHT,71,132.08,6910.71276,6.91071276
19TA,ATx2924/R05512,ATx2924,R05512,31,32,2,SCHT,71,152.4,6910.71276,6.91071276
19TA,A08134/R07178,A08134,R07178,30,21,2,SCHT,69,147.32,6916.98952,6.91698952
19TA,A07124/RTx2935,A07124,RTx2935,24,21,2,SCHT,69,149.86,6916.98952,6.91698952
19TA,A01362/RTx2912,A01362,RTx2912,26,23,2,SCHT,74,132.08,6923.26628,6.92326628
19TA,AN290/R02107,AN290,R02107,19,34,2,SCHT,70,139.7,6923.26628,6.92326628
19TA,ATx2926/RTx2919,ATx2926,RTx2919,15,30,1,SCHT,70,152.4,6923.26628,6.92326628
19TA,A03017/R04104,A03017,R04104,26,31,2,SCHT,69,127,6935.8198,6.9358198
19TA,A08158/R01302,A08158,R01302,30,17,2,SCHT,72,142.24,6942.09656,6.94209656
19TA,A01021/RTx2935,A01021,RTx2935,17,32,2,SCHT,65,157.48,6948.37332,6.94837332
19TA,ATx2926/RTx2913,ATx2926,RTx2913,32,27,2,SCHT,73,152.4,6967.2036,6.9672036
19TA,A08140/R04104,A08140,R04104,9,24,1,SCHT,70,127,6973.48036,6.97348036
19TA,A05071/R11158,A05071,R11158,29,18,2,SCHT,69,144.78,6973.48036,6.97348036
19TA,A11076/R04060,A11076,R04060,10,29,1,SCHT,73,144.78,6973.48036,6.97348036
19TA,A03017/R04104,A03017,R04104,3,40,1,SCHT,69,134.62,6986.03388,6.98603388
19TA,A03017/RTx2918,A03017,RTx2918,3,38,1,SCHT,70,137.16,6986.03388,6.98603388
19TA,AKS118/RTx2916,AKS118,RTx2916,28,25,2,SCHT,73,137.16,6992.31064,6.99231064
19TA,AKS118/R12156,AKS118,R12156,31,18,2,SCHT,74,124.46,6998.5874,6.9985874
19TA,A03040/R08306,A03040,R08306,3,26,1,SCHT,67,154.94,7004.86416,7.00486416
19TA,ATx2931/R07161,ATx2931,R07161,16,23,1,SCHT,69,167.64,7023.69444,7.02369444
19TA,A03121/R07178,A03121,R07178,6,17,1,SCHT,70,134.62,7036.24796,7.03624796
19TA,A05071/R05330,A05071,R05330,28,41,2,SCHT,74,137.16,7036.24796,7.03624796
19TA,A11076/R08297,A11076,R08297,10,31,1,SCHT,70,142.24,7055.07824,7.05507824
19TA,A03093/R08297,A03093,R08297,27,18,2,SCHT,70,127,7086.46204,7.08646204
19TA,AN290/R12154,AN290,R12154,13,26,1,SCHT,71,137.16,7086.46204,7.08646204
19TA,A05269/R05330,A05269,R05330,7,36,1,SCHT,71,160.02,7092.7388,7.0927388
19TA,AN263/RTx2935,AN263,RTx2935,31,40,2,SCHT,70,132.08,7111.56908,7.11156908
19TA,AKS120/R04060,AKS120,R04060,25,42,2,SCHT,69,149.86,7111.56908,7.11156908
19TA,ATx2921/R07178,ATx2921,R07178,27,28,2,SCHT,73,147.32,7130.39936,7.13039936
19TA,A11076/R04060,A11076,R04060,28,23,2,SCHT,74,142.24,7142.95288,7.14295288
19TA,ATx3408/RTx2935,ATx3408,RTx2935,24,25,2,SCHT,70,152.4,7155.5064,7.1555064
19TA,ATx2931/RTx2940,ATx2931,RTx2940,16,29,1,SCHT,66,152.4,7161.78316,7.16178316
19TA,A03032/RTx2942,A03032,RTx2942,3,32,1,SCHT,69,129.54,7168.05992,7.16805992
19TA,A03032/RTx2913,A03032,RTx2913,21,32,2,SCHT,71,149.86,7174.33668,7.17433668
19TA,A07124/RTx2917,A07124,RTx2917,29,38,2,SCHT,70,142.24,7180.61344,7.18061344
19TA,ATx2923/R05405,ATx2923,R05405,23,36,2,SCHT,69,162.56,7193.16696,7.19316696
19TA,A06036/R12156,A06036,R12156,8,21,1,SCHT,70,132.08,7205.72048,7.20572048
19TA,A08140/R12156,A08140,R12156,30,35,2,SCHT,69,127,7211.99724,7.21199724
19TA,A03040/R08306,A03040,R08306,24,33,2,SCHT,69,147.32,7243.38104,7.24338104
19TA,A08134/R04060,A08134,R04060,28,27,2,SCHT,70,144.78,7255.93456,7.25593456
19TA,ATx2930/R07178,ATx2930,R07178,23,24,2,SCHT,69,149.86,7262.21132,7.26221132
19TA,A05269/R11208,A05269,R11208,24,27,2,SCHT,71,142.24,7268.48808,7.26848808
19TA,A03054/R05405,A03054,R05405,22,23,2,SCHT,69,147.32,7299.87188,7.29987188
19TA,A08158/RTx2912,A08158,RTx2912,18,23,2,SCHT,71,152.4,7299.87188,7.29987188
19TA,A06036/R12156,A06036,R12156,19,26,2,SCHT,70,134.62,7306.14864,7.30614864
19TA,A07124/R04060,A07124,R04060,21,42,2,SCHT,70,142.24,7306.14864,7.30614864
19TA,A03032/R04060,A03032,R04060,3,36,1,SCHT,70,127,7312.4254,7.3124254
19TA,A11076/RTx2918,A11076,RTx2918,27,26,2,SCHT,70,137.16,7312.4254,7.3124254
19TA,ATx2926/RTx2919,ATx2926,RTx2919,25,38,2,SCHT,69,154.94,7318.70216,7.31870216
19TA,A03093/R08297,A03093,R08297,5,26,1,SCHT,71,134.62,7324.97892,7.32497892
19TA,A07118/R08224,A07118,R08224,8,25,1,SCHT,71,157.48,7324.97892,7.32497892
19TA,A03032/R04060,A03032,R04060,18,17,2,SCHT,72,127,7350.08596,7.35008596
19TA,ATx2927/R12157,ATx2927,R12157,22,39,2,SCHT,73,147.32,7356.36272,7.35636272
19TA,A03054/R12156,A03054,R12156,17,26,2,SCHT,72,121.92,7368.91624,7.36891624
19TA,ATx2923/R11208,ATx2923,R11208,29,34,2,SCHT,70,132.08,7375.193,7.375193
19TA,A07118/RTx2944,A07118,RTx2944,24,37,2,SCHT,69,127,7381.46976,7.38146976
19TA,A01021/R12145,A01021,R12145,28,17,2,SCHT,69,139.7,7381.46976,7.38146976
19TA,A07124/R05425,A07124,R05425,20,25,2,SCHT,69,162.56,7394.02328,7.39402328
19TA,A08158/R05330,A08158,R05330,17,22,2,SCHT,71,154.94,7412.85356,7.41285356
19TA,A08140/R08303,A08140,R08303,32,33,2,SCHT,67,121.92,7431.68384,7.43168384
19TA,ATx2923/RTx2913,ATx2923,RTx2913,14,29,1,SCHT,72,157.48,7437.9606,7.4379606
19TA,ATx2930/R11158,ATx2930,R11158,28,29,2,SCHT,69,162.56,7450.51412,7.45051412
19TA,A08140/R04104,A08140,R04104,26,19,2,SCHT,69,116.84,7463.06764,7.46306764
19TA,A01362/R08304,A01362,R08304,22,29,2,SCHT,70,132.08,7463.06764,7.46306764
19TA,A03121/R05330,A03121,R05330,5,18,1,SCHT,70,152.4,7463.06764,7.46306764
19TA,ATx2931/R07161,ATx2931,R07161,22,17,2,SCHT,70,165.1,7469.3444,7.4693444
19TA,A05210/R08224,A05210,R08224,21,40,2,SCHT,73,172.72,7475.62116,7.47562116
19TA,A07124/R04060,A07124,R04060,8,33,1,SCHT,70,132.08,7488.17468,7.48817468
19TA,ATx2921/R05330,ATx2921,R05330,32,23,2,SCHT,72,162.56,7488.17468,7.48817468
19TA,A03040/R04104,A03040,R04104,19,20,2,SCHT,70,152.4,7500.7282,7.5007282
19TA,ATx2924/R11158,ATx2924,R11158,14,37,1,SCHT,69,157.48,7500.7282,7.5007282
19TA,ATx2934/R11208,ATx2934,R11208,32,31,2,SCHT,70,116.84,7513.28172,7.51328172
19TA,ATx2931/R08304,ATx2931,R08304,18,39,2,SCHT,69,167.64,7532.112,7.532112
19TA,ATx2926/R07161,ATx2926,R07161,26,35,2,SCHT,72,160.02,7663.92396,7.66392396
19TA,A05269/R05330,A05269,R05330,22,33,2,SCHT,70,162.56,7682.75424,7.68275424
19TA,A03093/R05405,A03093,R05405,24,29,2,SCHT,70,160.02,7714.13804,7.71413804
19TA,A03032/RTx2913,A03032,RTx2913,3,34,1,SCHT,69,137.16,7739.24508,7.73924508
19TA,A08140/R12156,A08140,R12156,9,18,1,SCHT,70,132.08,7745.52184,7.74552184
19TA,A03055/R05330,A03055,R05330,21,26,2,SCHT,70,154.94,7758.07536,7.75807536
